      1991,0,2,387121
      1992,0,2,382842
      1993,0,2,369248
      1994,0,2,367833
      1995,0,2,356589
      1996,0,2,349698
      1997,0,2,357310
      1998,0,2,347609
      1999,0,2,343268
      2000,0,2,332621
      2001,0,2,324219
      2002,0,2,323174
      2003,0,2,330666
      2004,0,2,342853
      2005,0,2,349507
      2006,0,2,358637
      2007,0,2,369069
      2008,0,2,384803
      2009,0,2,382093
      2010,0,2,386673
      2011,0,2,390827
      2012,0,2,397904
      2013,0,2,388974
      2014,0,2,392882
      2015,0,2,394336
      2016,0,2,395868
      2017,0,2,396978
      2018,0,2,397673
      2019,0,2,397816
      2020,0,2,397516
      2021,0,2,396910
      2022,0,2,396176
      2023,0,2,395307
      2024,0,2,394285
      2025,0,2,393189
      2026,0,2,392093
      2027,0,2,391017
      2028,0,2,390025
      2029,0,2,389181
      2030,0,2,388587
      2031,0,2,388276
      2032,0,2,388277
      2033,0,2,388688
      2034,0,2,389592
      2035,0,2,390985
      2036,0,2,392849
      2037,0,2,395135
      2038,0,2,397749
      2039,0,2,400562
      2040,0,2,403451
      2041,0,2,406290
      2042,0,2,408980
      2043,0,2,411435
      2044,0,2,413558
      2045,0,2,415329
      2046,0,2,416768
      2047,0,2,417865
      2048,0,2,418652
      2049,0,2,419169
      2050,0,2,419468
      2051,0,2,419595
      2052,0,2,419583
      2053,0,2,419465
      2054,0,2,419288
      2055,0,2,419085
      2056,0,2,418890
      2057,0,2,418740
      2058,0,2,418661
      2059,0,2,418672
      2060,0,2,418807
      2061,0,2,419084
      2062,0,2,419524
      2063,0,2,420124
      2064,0,2,420895
      2065,0,2,421826
      2066,0,2,422923
      2067,0,2,424154
      2068,0,2,425509
      2069,0,2,426959
      2070,0,2,428477
      2071,0,2,430032
      2072,0,2,431590
      2073,0,2,433119
      2074,0,2,434596
      2075,0,2,435978
      2076,0,2,437263
      2077,0,2,438425
      2078,0,2,439452
      2079,0,2,440347
      2080,0,2,441113
      2081,0,2,441758
      2082,0,2,442296
      2083,0,2,442739
      2084,0,2,443115
      2085,0,2,443436
      2086,0,2,443733
      2087,0,2,444030
      2088,0,2,444334
      2089,0,2,444671
      2090,0,2,445053
      2091,0,2,445502
      2092,0,2,446012
      2093,0,2,446603
      2094,0,2,447268
      2095,0,2,448015
      2096,0,2,448835
      2097,0,2,449724
      2098,0,2,450678
      2099,0,2,451683
      2100,0,2,452725
      2101,0,2,453795
      2102,0,2,454880
      2103,0,2,455962
      2104,0,2,457037
      2105,0,2,458083
      2106,0,2,459101
      2107,0,2,460073
      2108,0,2,460991
      2109,0,2,461860
      2110,0,2,462667
      2111,0,2,463423
      2112,0,2,464120

      1991,1,2,377580
      1992,1,2,386112
      1993,1,2,381687
      1994,1,2,368161
      1995,1,2,367245
      1996,1,2,355657
      1997,1,2,349698
      1998,1,2,356606
      1999,1,2,347991
      2000,1,2,342236
      2001,1,2,330909
      2002,1,2,325659
      2003,1,2,323410
      2004,1,2,330154
      2005,1,2,343394
      2006,1,2,349653
      2007,1,2,360360
      2008,1,2,369909
      2009,1,2,384984
      2010,1,2,381637
      2011,1,2,385277
      2012,1,2,393627
      2013,1,2,398449
      2014,1,2,389567
      2015,1,2,393467
      2016,1,2,395115
      2017,1,2,396526
      2018,1,2,397672
      2019,1,2,398287
      2020,1,2,398435
      2021,1,2,398139
      2022,1,2,397539
      2023,1,2,396812
      2024,1,2,395947
      2025,1,2,394930
      2026,1,2,393838
      2027,1,2,392746
      2028,1,2,391674
      2029,1,2,390687
      2030,1,2,389846
      2031,1,2,389255
      2032,1,2,388948
      2033,1,2,388951
      2034,1,2,389364
      2035,1,2,390271
      2036,1,2,391665
      2037,1,2,393531
      2038,1,2,395818
      2039,1,2,398434
      2040,1,2,401248
      2041,1,2,404137
      2042,1,2,406977
      2043,1,2,409668
      2044,1,2,412124
      2045,1,2,414248
      2046,1,2,416020
      2047,1,2,417461
      2048,1,2,418560
      2049,1,2,419348
