      1991,0,1,402599
      1992,0,1,402275
      1993,0,1,387743
      1994,0,1,387383
      1995,0,1,375130
      1996,0,1,369091
      1997,0,1,375956
      1998,0,1,364935
      1999,0,1,361223
      2000,0,1,349764
      2001,0,1,338443
      2002,0,1,338612
      2003,0,1,349242
      2004,0,1,361598
      2005,0,1,366823
      2006,0,1,375398
      2007,0,1,388357
      2008,0,1,403425
      2009,0,1,400635
      2010,0,1,405116
      2011,0,1,410357
      2012,0,1,418090
      2013,0,1,408230
      2014,0,1,412315
      2015,0,1,413853
      2016,0,1,415462
      2017,0,1,416634
      2018,0,1,417371
      2019,0,1,417527
      2020,0,1,417216
      2021,0,1,416584
      2022,0,1,415816
      2023,0,1,414909
      2024,0,1,413841
      2025,0,1,412695
      2026,0,1,411548
      2027,0,1,410420
      2028,0,1,409384
      2029,0,1,408499
      2030,0,1,407880
      2031,0,1,407557
      2032,0,1,407560
      2033,0,1,407994
      2034,0,1,408941
      2035,0,1,410406
      2036,0,1,412363
      2037,0,1,414766
      2038,0,1,417513
      2039,0,1,420467
      2040,0,1,423502
      2041,0,1,426483
      2042,0,1,429310
      2043,0,1,431888
      2044,0,1,434118
      2045,0,1,435980
      2046,0,1,437495
      2047,0,1,438648
      2048,0,1,439475
      2049,0,1,440021
      2050,0,1,440335
      2051,0,1,440469
      2052,0,1,440461
      2053,0,1,440342
      2054,0,1,440156
      2055,0,1,439944
      2056,0,1,439746
      2057,0,1,439587
      2058,0,1,439506
      2059,0,1,439521
      2060,0,1,439663
      2061,0,1,439960
      2062,0,1,440421
      2063,0,1,441055
      2064,0,1,441865
      2065,0,1,442842
      2066,0,1,443996
      2067,0,1,445292
      2068,0,1,446715
      2069,0,1,448241
      2070,0,1,449834
      2071,0,1,451469
      2072,0,1,453106
      2073,0,1,454709
      2074,0,1,456264
      2075,0,1,457716
      2076,0,1,459067
      2077,0,1,460288
      2078,0,1,461370
      2079,0,1,462311
      2080,0,1,463117
      2081,0,1,463792
      2082,0,1,464358
      2083,0,1,464827
      2084,0,1,465225
      2085,0,1,465564
      2086,0,1,465878
      2087,0,1,466189
      2088,0,1,466512
      2089,0,1,466865
      2090,0,1,467272
      2091,0,1,467737
      2092,0,1,468281
      2093,0,1,468897
      2094,0,1,469597
      2095,0,1,470385
      2096,0,1,471246
      2097,0,1,472182
      2098,0,1,473184
      2099,0,1,474239
      2100,0,1,475335
      2101,0,1,476462
      2102,0,1,477600
      2103,0,1,478738
      2104,0,1,479867
      2105,0,1,480967
      2106,0,1,482037
      2107,0,1,483057
      2108,0,1,484022
      2109,0,1,484939
      2110,0,1,485786
      2111,0,1,486580
      2112,0,1,487316

      1991,1,1,393976
      1992,1,1,401584
      1993,1,1,400650
      1994,1,1,386349
      1995,1,1,386298
      1996,1,1,374390
      1997,1,1,369029
      1998,1,1,374946
      1999,1,1,365074
      2000,1,1,359406
      2001,1,1,348546
      2002,1,1,339142
      2003,1,1,339228
      2004,1,1,349251
      2005,1,1,361360
      2006,1,1,366438
      2007,1,1,377279
      2008,1,1,388735
      2009,1,1,402982
      2010,1,1,399991
      2011,1,1,403135
      2012,1,1,413082
      2013,1,1,418746
      2014,1,1,408933
      2015,1,1,413014
      2016,1,1,414763
      2017,1,1,416245
      2018,1,1,417457
      2019,1,1,418102
      2020,1,1,418264
      2021,1,1,417961
      2022,1,1,417335
      2023,1,1,416573
      2024,1,1,415672
      2025,1,1,414610
      2026,1,1,413469
      2027,1,1,412329
      2028,1,1,411205
      2029,1,1,410174
      2030,1,1,409294
      2031,1,1,408678
      2032,1,1,408359
      2033,1,1,408366
      2034,1,1,408802
      2035,1,1,409751
      2036,1,1,411220
      2037,1,1,413178
      2038,1,1,415583
      2039,1,1,418331
      2040,1,1,421287
