year,age,sex,people
2052,57,1,447175
2052,58,1,456508
2052,59,1,452331
2052,60,1,457179
2052,61,1,465785
2052,62,1,452349
2052,63,1,436378
2052,64,1,428602
2052,65,1,408525
2052,66,1,410050
2052,67,1,405068
2052,68,1,387867
2052,69,1,383975
2052,70,1,377401
2052,71,1,376518
2052,72,1,371592
2052,73,1,351841
2052,74,1,322636
2052,75,1,312434
2052,76,1,310868
2052,77,1,309751
2052,78,1,307160
2052,79,1,312826
2052,80,1,316769
2052,81,1,314858
2052,82,1,297282
2052,83,1,292511
2052,84,1,279968
2052,85,1,270893
2052,86,1,254248
2052,87,1,240297
2052,88,1,221535
2052,89,1,200613
2052,90+,1,1079977
2052,0,2,419583
2052,1,2,420297
2052,2,2,420940
2052,3,2,421311
2052,4,2,421366
2052,5,2,421132
2052,6,2,420573
2052,7,2,419659
2052,8,2,418411
2052,9,2,416817
2052,10,2,414823
2052,11,2,412514
2052,12,2,410058
2052,13,2,407530
2052,14,2,405060
2052,15,2,403336
2052,16,2,402553
2052,17,2,402543
2052,18,2,404461
2052,19,2,409671
2052,20,2,416014
2052,21,2,422223
2052,22,2,429797
2052,23,2,437638
2052,24,2,444674
2052,25,2,449778
2052,26,2,453197
2052,27,2,456347
2052,28,2,459276
2052,29,2,461887
2052,30,2,463970
2052,31,2,465606
2052,32,2,466994
2052,33,2,467943
2052,34,2,468285
2052,35,2,467814
2052,36,2,466624
2052,37,2,465109
2052,38,2,463500
2052,39,2,459423
2052,40,2,467972
2052,41,2,462836
2052,42,2,455932
2052,43,2,451587
2052,44,2,453896
2052,45,2,440046
2052,46,2,432335
2052,47,2,416978
2052,48,2,409692
2052,49,2,398561
2052,50,2,392598
2052,51,2,401681
2052,52,2,408482
2052,53,2,418955
2052,54,2,422847
2052,55,2,431346
2052,56,2,426265
2052,57,2,425995
2052,58,2,436779
2052,59,2,438050
2052,60,2,450420
2052,61,2,451353
2052,62,2,438888
2052,63,2,433788
2052,64,2,434421
2052,65,2,423686
2052,66,2,419880
2052,67,2,418461
2052,68,2,407383
2052,69,2,408858
2052,70,2,406175
2052,71,2,404409
2052,72,2,400159
2052,73,2,378149
2052,74,2,348638
2052,75,2,338217
2052,76,2,341827
2052,77,2,343304
2052,78,2,344187
2052,79,2,352402
2052,80,2,360225
2052,81,2,365715
2052,82,2,347566
2052,83,2,345892
2052,84,2,334194
2052,85,2,324750
2052,86,2,312281
2052,87,2,299706
2052,88,2,280998
2052,89,2,258429
2052,90+,2,1574991
2053,0,1,440342
2053,1,1,441306
2053,2,1,442237
2053,3,1,442943
2053,4,1,443378
2053,5,1,443468
2053,6,1,443193
2053,7,1,442553
2053,8,1,441527
2053,9,1,440147
2053,10,1,438459
2053,11,1,436480
2053,12,1,434228
2053,13,1,431829
2053,14,1,429409
2053,15,1,427724
2053,16,1,426973
2053,17,1,426874
2053,18,1,428307
2053,19,1,432292
2053,20,1,437633
2053,21,1,443580
2053,22,1,450970
2053,23,1,459258
2053,24,1,467542
2053,25,1,474216
2053,26,1,479302
2053,27,1,484137
2053,28,1,488651
2053,29,1,492868
2053,30,1,495988
2053,31,1,497956
2053,32,1,499537
2053,33,1,500793
2053,34,1,501628
2053,35,1,501510
2053,36,1,500446
2053,37,1,498905
2053,38,1,497005
2053,39,1,494930
2053,40,1,489950
2053,41,1,498362
2053,42,1,491478
2053,43,1,481966
2053,44,1,476551
2053,45,1,479314
2053,46,1,465441
2053,47,1,455802
2053,48,1,440218
2053,49,1,433022
2053,50,1,421912
2053,51,1,414869
2053,52,1,421667
2053,53,1,430823
2053,54,1,440188
2053,55,1,443374
2053,56,1,451343
2053,57,1,450105
2053,58,1,445523
2053,59,1,454657
2053,60,1,450422
2053,61,1,455144
2053,62,1,463526
2053,63,1,449979
2053,64,1,433881
2053,65,1,425893
2053,66,1,405705
2053,67,1,406973
2053,68,1,401684
2053,69,1,384261
2053,70,1,380048
2053,71,1,373176
2053,72,1,371907
2053,73,1,366608
2053,74,1,346675
2053,75,1,317423
2053,76,1,306848
2053,77,1,304707
2053,78,1,302960
2053,79,1,299707
2053,80,1,304409
2053,81,1,307314
2053,82,1,304420
2053,83,1,286314
2053,84,1,280489
2053,85,1,267163
2053,86,1,257101
2053,87,1,239840
2053,88,1,225165
2053,89,1,206085
2053,90+,1,1123311
2053,0,2,419465
2053,1,2,420287
2053,2,2,421070
2053,3,2,421611
2053,4,2,421887
2053,5,2,421921
2053,6,2,421673
2053,7,2,421101
2053,8,2,420187
2053,9,2,418941
2053,10,2,417280
2053,11,2,415207
2053,12,2,412898
2053,13,2,410420
2053,14,2,407876
2053,15,2,405953
2053,16,2,404842
2053,17,2,404412
2053,18,2,405858
2053,19,2,410583
2053,20,2,416432
2053,21,2,422235
2053,22,2,429498
2053,23,2,437058
2053,24,2,443842
2053,25,2,448803
2053,26,2,452140
2053,27,2,455273
2053,28,2,458196
2053,29,2,460889
2053,30,2,463123
2053,31,2,464902
2053,32,2,466421
2053,33,2,467669
2053,34,2,468458
2053,35,2,468454
2053,36,2,467694
2053,37,2,466479
2053,38,2,464966
2053,39,2,463354
2053,40,2,459215
2053,41,2,467705
2053,42,2,462579
2053,43,2,455679
2053,44,2,451318
2053,45,2,453660
2053,46,2,439828
2053,47,2,432089
2053,48,2,416716
2053,49,2,409395
2053,50,2,398267
2053,51,2,392295
2053,52,2,401317
2053,53,2,408041
2053,54,2,418433
2053,55,2,422209
2053,56,2,430554
2053,57,2,425391
2053,58,2,425047
2053,59,2,435718
2053,60,2,436882
2053,61,2,449130
2053,62,2,449964
2053,63,2,437408
2053,64,2,432152
2053,65,2,432625
2053,66,2,421770
2053,67,2,417793
2053,68,2,416164
2053,69,2,404881
2053,70,2,406068
2053,71,2,403130
2053,72,2,401065
2053,73,2,396507
2053,74,2,374362
2053,75,2,344770
2053,76,2,334039
2053,77,2,337117
2053,78,2,338022
2053,79,2,338250
2053,80,2,345580
2053,81,2,352412
2053,82,2,356813
2053,83,2,338077
2053,84,2,335299
2053,85,2,322687
2053,86,2,312188
2053,87,2,298714
2053,88,2,285080
2053,89,2,265614
2053,90+,2,1632604
2054,0,1,440156
2054,1,1,441189
2054,2,1,442233
2054,3,1,443080
2054,4,1,443696
2054,5,1,444020
2054,6,1,444023
2054,7,1,443709
2054,8,1,443045
2054,9,1,442015
2054,10,1,440691
2054,11,1,439062
2054,12,1,437060
2054,13,1,434810
2054,14,1,432446
2054,15,1,430681
2054,16,1,429721
2054,17,1,429281
2054,18,1,430267
2054,19,1,433769
2054,20,1,438589
2054,21,1,444023
2054,22,1,450990
2054,23,1,458953
2054,24,1,466943
2054,25,1,473355
2054,26,1,478291
2054,27,1,483032
2054,28,1,487542
2054,29,1,491758
2054,30,1,494962
2054,31,1,497085
2054,32,1,498818
2054,33,1,500206
2054,34,1,501368
2054,35,1,501722
2054,36,1,501134
2054,37,1,500054
2054,38,1,498468
2054,39,1,496511
2054,40,1,494086
2054,41,1,488780
2054,42,1,497210
2054,43,1,490365
2054,44,1,480901
2054,45,1,475862
2054,46,1,478965
2054,47,1,465098
2054,48,1,455445
2054,49,1,439844
2054,50,1,432522
2054,51,1,421289
2054,52,1,414172
2054,53,1,420878
2054,54,1,429927
2054,55,1,439047
2054,56,1,442010
2054,57,1,449847
2054,58,1,448461
2054,59,1,443734
2054,60,1,452760
2054,61,1,448443
2054,62,1,452964
2054,63,1,461124
2054,64,1,447435
2054,65,1,431171
2054,66,1,422987
2054,67,1,402697
2054,68,1,403614
2054,69,1,397993
2054,70,1,380379
2054,71,1,375846
2054,72,1,368660
2054,73,1,366977
2054,74,1,361289
2054,75,1,341135
2054,76,1,311816
2054,77,1,300843
2054,78,1,298105
2054,79,1,295698
2054,80,1,291740
2054,81,1,295432
2054,82,1,297247
2054,83,1,293323
2054,84,1,274688
2054,85,1,267813
2054,86,1,253721
2054,87,1,242699
2054,88,1,224918
2054,89,1,209643
2054,90+,1,1167807
2054,0,2,419288
2054,1,2,420171
2054,2,2,421060
2054,3,2,421741
2054,4,2,422187
2054,5,2,422442
2054,6,2,422462
2054,7,2,422201
2054,8,2,421630
2054,9,2,420717
2054,10,2,419405
2054,11,2,417665
2054,12,2,415591
2054,13,2,413260
2054,14,2,410766
2054,15,2,408769
2054,16,2,407459
2054,17,2,406701
2054,18,2,407729
2054,19,2,411981
2054,20,2,417344
2054,21,2,422653
2054,22,2,429510
2054,23,2,436760
2054,24,2,443263
2054,25,2,447971
2054,26,2,451166
2054,27,2,454217
2054,28,2,457123
2054,29,2,459810
2054,30,2,462126
2054,31,2,464057
2054,32,2,465718
2054,33,2,467098
2054,34,2,468187
2054,35,2,468629
2054,36,2,468336
2054,37,2,467551
2054,38,2,466338
2054,39,2,464822
2054,40,2,463146
2054,41,2,458956
2054,42,2,467450
2054,43,2,462326
2054,44,2,455410
2054,45,2,451088
2054,46,2,453435
2054,47,2,439581
2054,48,2,431818
2054,49,2,416416
2054,50,2,409095
2054,51,2,397963
2054,52,2,391950
2054,53,2,400894
2054,54,2,407545
2054,55,2,417813
2054,56,2,421445
2054,57,2,429683
2054,58,2,424457
2054,59,2,424029
2054,60,2,434572
2054,61,2,435651
2054,62,2,447765
2054,63,2,448462
2054,64,2,435779
2054,65,2,430389
2054,66,2,430691
2054,67,2,419698
2054,68,2,415529
2054,69,2,413637
2054,70,2,402154
2054,71,2,403061
2054,72,2,399836
2054,73,2,397448
2054,74,2,392580
2054,75,2,370256
2054,76,2,340560
2054,77,2,329496
2054,78,2,331992
2054,79,2,332261
2054,80,2,331783
2054,81,2,338179
2054,82,2,343937
2054,83,2,347188
2054,84,2,327848
2054,85,2,323894
2054,86,2,310348
2054,87,2,298782
2054,88,2,284311
2054,89,2,269656
2054,90+,2,1692611
2055,0,1,439944
2055,1,1,441005
2055,2,1,442117
2055,3,1,443077
2055,4,1,443833
2055,5,1,444339
2055,6,1,444575
2055,7,1,444539
2055,8,1,444201
2055,9,1,443533
2055,10,1,442559
2055,11,1,441294
2055,12,1,439642
2055,13,1,437642
2055,14,1,435427
2055,15,1,433718
2055,16,1,432680
2055,17,1,432029
2055,18,1,432674
2055,19,1,435729
2055,20,1,440067
2055,21,1,444980
2055,22,1,451434
2055,23,1,458974
2055,24,1,466640
2055,25,1,472758
2055,26,1,477433
2055,27,1,482024
2055,28,1,486440
2055,29,1,490651
2055,30,1,493855
2055,31,1,496062
2055,32,1,497951
2055,33,1,499491
2055,34,1,500784
2055,35,1,501466
2055,36,1,501349
2055,37,1,500745
2055,38,1,499622
2055,39,1,497979
2055,40,1,495670
2055,41,1,492919
2055,42,1,487647
2055,43,1,496098
2055,44,1,489297
2055,45,1,480214
2055,46,1,475524
2055,47,1,478612
2055,48,1,464737
2055,49,1,455060
2055,50,1,439342
2055,51,1,431890
2055,52,1,420589
2055,53,1,413409
2055,54,1,420014
2055,55,1,428823
2055,56,1,437709
2055,57,1,440559
2055,58,1,448222
2055,59,1,446680
2055,60,1,441903
2055,61,1,450794
2055,62,1,446321
2055,63,1,450647
2055,64,1,458546
2055,65,1,444673
2055,66,1,428264
2055,67,1,419887
2055,68,1,399413
2055,69,1,399948
2055,70,1,394020
2055,71,1,376223
2055,72,1,371352
2055,73,1,363830
2055,74,1,361713
2055,75,1,355584
2055,76,1,335177
2055,77,1,305789
2055,78,1,294407
2055,79,1,291043
2055,80,1,287933
2055,81,1,283241
2055,82,1,285870
2055,83,1,286539
2055,84,1,281554
2055,85,1,262424
2055,86,1,254499
2055,87,1,239676
2055,88,1,227773
2055,89,1,209596
2055,90+,1,1211533
2055,0,2,419085
2055,1,2,419995
2055,2,2,420946
2055,3,2,421732
2055,4,2,422318
2055,5,2,422742
2055,6,2,422984
2055,7,2,422990
2055,8,2,422730
2055,9,2,422161
2055,10,2,421181
2055,11,2,419790
2055,12,2,418050
2055,13,2,415953
2055,14,2,413606
2055,15,2,411659
2055,16,2,410275
2055,17,2,409319
2055,18,2,410018
2055,19,2,413852
2055,20,2,418743
2055,21,2,423566
2055,22,2,429929
2055,23,2,436772
2055,24,2,442967
2055,25,2,447393
2055,26,2,450335
2055,27,2,453244
2055,28,2,456069
2055,29,2,458738
2055,30,2,461048
2055,31,2,463063
2055,32,2,464875
2055,33,2,466396
2055,34,2,467617
2055,35,2,468360
2055,36,2,468513
2055,37,2,468195
2055,38,2,467411
2055,39,2,466196
2055,40,2,464616
2055,41,2,462888
2055,42,2,458710
2055,43,2,467198
2055,44,2,462056
2055,45,2,455181
2055,46,2,450869
2055,47,2,453182
2055,48,2,439307
2055,49,2,431507
2055,50,2,416114
2055,51,2,408784
2055,52,2,397616
2055,53,2,391548
2055,54,2,400417
2055,55,2,406953
2055,56,2,417068
2055,57,2,420604
2055,58,2,428751
2055,59,2,423456
2055,60,2,422931
2055,61,2,433365
2055,62,2,434352
2055,63,2,446290
2055,64,2,446808
2055,65,2,434023
2055,66,2,428490
2055,67,2,428599
2055,68,2,417450
2055,69,2,413037
2055,70,2,410881
2055,71,2,399214
2055,72,2,399809
2055,73,2,396273
2055,74,2,393558
2055,75,2,388321
2055,76,2,365786
2055,77,2,335981
2055,78,2,324553
2055,79,2,326402
2055,80,2,325984
2055,81,2,324766
2055,82,2,330148
2055,83,2,334771
2055,84,2,336809
2055,85,2,316830
2055,86,2,311659
2055,87,2,297175
2055,88,2,284543
2055,89,2,269113
2055,90+,2,1751811
2056,0,1,439746
2056,1,1,440795
2056,2,1,441933
2056,3,1,442961
2056,4,1,443830
2056,5,1,444476
2056,6,1,444895
2056,7,1,445091
2056,8,1,445031
2056,9,1,444689
2056,10,1,444077
2056,11,1,443162
2056,12,1,441874
2056,13,1,440224
2056,14,1,438259
2056,15,1,436700
2056,16,1,435717
2056,17,1,434989
2056,18,1,435423
2056,19,1,438137
2056,20,1,442028
2056,21,1,446459
2056,22,1,452392
2056,23,1,459419
2056,24,1,466663
2056,25,1,472456
2056,26,1,476838
2056,27,1,481168
2056,28,1,485433
2056,29,1,489552
2056,30,1,492751
2056,31,1,494957
2056,32,1,496930
2056,33,1,498627
2056,34,1,500072
2056,35,1,500885
2056,36,1,501097
2056,37,1,500964
2056,38,1,500317
2056,39,1,499137
2056,40,1,497142
2056,41,1,494509
2056,42,1,491787
2056,43,1,486555
2056,44,1,495031
2056,45,1,488607
2056,46,1,479880
2056,47,1,475182
2056,48,1,478241
2056,49,1,464346
2056,50,1,454545
2056,51,1,438708
2056,52,1,431181
2056,53,1,419822
2056,54,1,412573
2056,55,1,418948
2056,56,1,427526
2056,57,1,436286
2056,58,1,438982
2056,59,1,446461
2056,60,1,444858
2056,61,1,440007
2056,62,1,448687
2056,63,1,444068
2056,64,1,448159
2056,65,1,455749
2056,66,1,441712
2056,67,1,425162
2056,68,1,416501
2056,69,1,395828
2056,70,1,396002
2056,71,1,389766
2056,72,1,371779
2056,73,1,366546
2056,74,1,358674
2056,75,1,356066
2056,76,1,349448
2056,77,1,328771
2056,78,1,299325
2056,79,1,287520
2056,80,1,283489
2056,81,1,279645
2056,82,1,274185
2056,83,1,275696
2056,84,1,275179
2056,85,1,269131
2056,86,1,249533
2056,87,1,240577
2056,88,1,225107
2056,89,1,212435
2056,90+,1,1251158
2056,0,2,418890
2056,1,2,419796
2056,2,2,420770
2056,3,2,421618
2056,4,2,422309
2056,5,2,422873
2056,6,2,423284
2056,7,2,423513
2056,8,2,423519
2056,9,2,423261
2056,10,2,422625
2056,11,2,421566
2056,12,2,420175
2056,13,2,418412
2056,14,2,416299
2056,15,2,414499
2056,16,2,413165
2056,17,2,412135
2056,18,2,412636
2056,19,2,416141
2056,20,2,420614
2056,21,2,424965
2056,22,2,430843
2056,23,2,437192
2056,24,2,442979
2056,25,2,447097
2056,26,2,449758
2056,27,2,452414
2056,28,2,455097
2056,29,2,457686
2056,30,2,459978
2056,31,2,461986
2056,32,2,463882
2056,33,2,465556
2056,34,2,466917
2056,35,2,467792
2056,36,2,468246
2056,37,2,468374
2056,38,2,468058
2056,39,2,467271
2056,40,2,465993
2056,41,2,464361
2056,42,2,462643
2056,43,2,458467
2056,44,2,466929
2056,45,2,461825
2056,46,2,454964
2056,47,2,450621
2056,48,2,452901
2056,49,2,438995
2056,50,2,431193
2056,51,2,415800
2056,52,2,408430
2056,53,2,397213
2056,54,2,391094
2056,55,2,399846
2056,56,2,406238
2056,57,2,416247
2056,58,2,419705
2056,59,2,427752
2056,60,2,422374
2056,61,2,421775
2056,62,2,432090
2056,63,2,432946
2056,64,2,444666
2056,65,2,445026
2056,66,2,432131
2056,67,2,426436
2056,68,2,426330
2056,69,2,414976
2056,70,2,410321
2056,71,2,407912
2056,72,2,396034
2056,73,2,396290
2056,74,2,392440
2056,75,2,389340
2056,76,2,383687
2056,77,2,360926
2056,78,2,330998
2056,79,2,319158
2056,80,2,320309
2056,81,2,319169
2056,82,2,317148
2056,83,2,321458
2056,84,2,324883
2056,85,2,325625
2056,86,2,305004
2056,87,2,298590
2056,88,2,283176
2056,89,2,269509
2056,90+,2,1805830
2057,0,1,439587
2057,1,1,440600
2057,2,1,441724
2057,3,1,442777
2057,4,1,443715
2057,5,1,444473
2057,6,1,445032
2057,7,1,445411
2057,8,1,445583
2057,9,1,445519
2057,10,1,445234
2057,11,1,444680
2057,12,1,443742
2057,13,1,442456
2057,14,1,440842
2057,15,1,439532
2057,16,1,438699
2057,17,1,438026
2057,18,1,438384
2057,19,1,440886
2057,20,1,444437
2057,21,1,448421
2057,22,1,453871
2057,23,1,460378
2057,24,1,467110
2057,25,1,472481
2057,26,1,476537
2057,27,1,480575
2057,28,1,484579
2057,29,1,488547
2057,30,1,491654
2057,31,1,493856
2057,32,1,495828
2057,33,1,497610
2057,34,1,499211
2057,35,1,500177
2057,36,1,500520
2057,37,1,500717
2057,38,1,500540
2057,39,1,499837
2057,40,1,498306
2057,41,1,495985
2057,42,1,493382
2057,43,1,490696
2057,44,1,485506
2057,45,1,494342
2057,46,1,488268
2057,47,1,479541
2057,48,1,474822
2057,49,1,477839
2057,50,1,463825
2057,51,1,453897
2057,52,1,437996
2057,53,1,430405
2057,54,1,418983
2057,55,1,411537
2057,56,1,417691
2057,57,1,426148
2057,58,1,434738
2057,59,1,437272
2057,60,1,444661
2057,61,1,442973
2057,62,1,437976
2057,63,1,446450
2057,64,1,441647
2057,65,1,445458
2057,66,1,452747
2057,67,1,438551
2057,68,1,421776
2057,69,1,412806
2057,70,1,391967
2057,71,1,391777
2057,72,1,385217
2057,73,1,367026
2057,74,1,361415
2057,75,1,353143
2057,76,1,349991
2057,77,1,342850
2057,78,1,321902
2057,79,1,292408
2057,80,1,280150
2057,81,1,275424
2057,82,1,270812
2057,83,1,264544
2057,84,1,264896
2057,85,1,263182
2057,86,1,256067
2057,87,1,236044
2057,88,1,226126
2057,89,1,210125
2057,90+,1,1289628
2057,0,2,418740
2057,1,2,419603
2057,2,2,420572
2057,3,2,421442
2057,4,2,422195
2057,5,2,422865
2057,6,2,423416
2057,7,2,423813
2057,8,2,424042
2057,9,2,424050
2057,10,2,423725
2057,11,2,423010
2057,12,2,421951
2057,13,2,420537
2057,14,2,418758
2057,15,2,417192
2057,16,2,416006
2057,17,2,415025
2057,18,2,415452
2057,19,2,418760
2057,20,2,422903
2057,21,2,426836
2057,22,2,432242
2057,23,2,438106
2057,24,2,443399
2057,25,2,447110
2057,26,2,449462
2057,27,2,451837
2057,28,2,454268
2057,29,2,456715
2057,30,2,458927
2057,31,2,460918
2057,32,2,462807
2057,33,2,464564
2057,34,2,466079
2057,35,2,467095
2057,36,2,467680
2057,37,2,468109
2057,38,2,468241
2057,39,2,467922
2057,40,2,467070
2057,41,2,465740
2057,42,2,464118
2057,43,2,462401
2057,44,2,458208
2057,45,2,466699
2057,46,2,461607
2057,47,2,454718
2057,48,2,450347
2057,49,2,452581
2057,50,2,438680
2057,51,2,430868
2057,52,2,415444
2057,53,2,408018
2057,54,2,396758
2057,55,2,390548
2057,56,2,399153
2057,57,2,405451
2057,58,2,415370
2057,59,2,418742
2057,60,2,426672
2057,61,2,421236
2057,62,2,420555
2057,63,2,430711
2057,64,2,431395
2057,65,2,442915
2057,66,2,443106
2057,67,2,430083
2057,68,2,424208
2057,69,2,423833
2057,70,2,412279
2057,71,2,407392
2057,72,2,404700
2057,73,2,392592
2057,74,2,392506
2057,75,2,388284
2057,76,2,384749
2057,77,2,378647
2057,78,2,355636
2057,79,2,325559
2057,80,2,313277
2057,81,2,313694
2057,82,2,311771
2057,83,2,308904
2057,84,2,312080
2057,85,2,314226
2057,86,2,313617
2057,87,2,292366
2057,88,2,284693
2057,89,2,268386
2057,90+,2,1855789
2058,0,1,439506
2058,1,1,440444
2058,2,1,441530
2058,3,1,442569
2058,4,1,443531
2058,5,1,444358
2058,6,1,445029
2058,7,1,445549
2058,8,1,445903
2058,9,1,446071
2058,10,1,446065
2058,11,1,445837
2058,12,1,445261
2058,13,1,444324
2058,14,1,443074
2058,15,1,442115
2058,16,1,441531
2058,17,1,441008
2058,18,1,441421
2058,19,1,443847
2058,20,1,447187
2058,21,1,450831
2058,22,1,455834
2058,23,1,461858
2058,24,1,468070
2058,25,1,472930
2058,26,1,476563
2058,27,1,480275
2058,28,1,483987
2058,29,1,487694
2058,30,1,490651
2058,31,1,492762
2058,32,1,494729
2058,33,1,496510
2058,34,1,498198
2058,35,1,499319
2058,36,1,499816
2058,37,1,500144
2058,38,1,500297
2058,39,1,500064
2058,40,1,499011
2058,41,1,497153
2058,42,1,494864
2058,43,1,492296
2058,44,1,489649
2058,45,1,484835
2058,46,1,494005
2058,47,1,487926
2058,48,1,479184
2058,49,1,474433
2058,50,1,477307
2058,51,1,463170
2058,52,1,453169
2058,53,1,437216
2058,54,1,429555
2058,55,1,417943
2058,56,1,410312
2058,57,1,416357
2058,58,1,424650
2058,59,1,433062
2058,60,1,435527
2058,61,1,442798
2058,62,1,440953
2058,63,1,435818
2058,64,1,444046
2058,65,1,439019
2058,66,1,442561
2058,67,1,449543
2058,68,1,435099
2058,69,1,418079
2058,70,1,408826
2058,71,1,387833
2058,72,1,387258
2058,73,1,380350
2058,74,1,361951
2058,75,1,355908
2058,76,1,347191
2058,77,1,343458
2058,78,1,335771
2058,79,1,314547
2058,80,1,285003
2058,81,1,272279
2058,82,1,266824
2058,83,1,261404
2058,84,1,254304
2058,85,1,253484
2058,86,1,250557
2058,87,1,242389
2058,88,1,222032
2058,89,1,211252
2058,90+,1,1322264
2058,0,2,418661
2058,1,2,419454
2058,2,2,420380
2058,3,2,421245
2058,4,2,422019
2058,5,2,422752
2058,6,2,423408
2058,7,2,423945
2058,8,2,424342
2058,9,2,424573
2058,10,2,424514
2058,11,2,424110
2058,12,2,423395
2058,13,2,422313
2058,14,2,420883
2058,15,2,419652
2058,16,2,418699
2058,17,2,417866
2058,18,2,418342
2058,19,2,421576
2058,20,2,425522
2058,21,2,429125
2058,22,2,434113
2058,23,2,439505
2058,24,2,444314
2058,25,2,447531
2058,26,2,449476
2058,27,2,451542
2058,28,2,453692
2058,29,2,455887
2058,30,2,457958
2058,31,2,459869
2058,32,2,461742
2058,33,2,463491
2058,34,2,465089
2058,35,2,466258
2058,36,2,466985
2058,37,2,467547
2058,38,2,467978
2058,39,2,468107
2058,40,2,467724
2058,41,2,466820
2058,42,2,465499
2058,43,2,463878
2058,44,2,462143
2058,45,2,457989
2058,46,2,466482
2058,47,2,461360
2058,48,2,454445
2058,49,2,450035
2058,50,2,452256
2058,51,2,438352
2058,52,2,430499
2058,53,2,415029
2058,54,2,407555
2058,55,2,396210
2058,56,2,389883
2058,57,2,398390
2058,58,2,404610
2058,59,2,414429
2058,60,2,417701
2058,61,2,425535
2058,62,2,420034
2058,63,2,419235
2058,64,2,429190
2058,65,2,429723
2058,66,2,441028
2058,67,2,441030
2058,68,2,427863
2058,69,2,421754
2058,70,2,421109
2058,71,2,409371
2058,72,2,404223
2058,73,2,401223
2058,74,2,388891
2058,75,2,388402
2058,76,2,383759
2058,77,2,379755
2058,78,2,373162
2058,79,2,349862
2058,80,2,319628
2058,81,2,306890
2058,82,2,306509
2058,83,2,303760
2058,84,2,300003
2058,85,2,301967
2058,86,2,302776
2058,87,2,300776
2058,88,2,278920
2058,89,2,270001
2058,90+,2,1900471
2059,0,1,439521
2059,1,1,440365
2059,2,1,441374
2059,3,1,442375
2059,4,1,443323
2059,5,1,444174
2059,6,1,444914
2059,7,1,445546
2059,8,1,446042
2059,9,1,446392
2059,10,1,446617
2059,11,1,446668
2059,12,1,446418
2059,13,1,445843
2059,14,1,444942
2059,15,1,444347
2059,16,1,444114
2059,17,1,443840
2059,18,1,444403
2059,19,1,446885
2059,20,1,450148
2059,21,1,453581
2059,22,1,458246
2059,23,1,463823
2059,24,1,469551
2059,25,1,473891
2059,26,1,477014
2059,27,1,480302
2059,28,1,483690
2059,29,1,487105
2059,30,1,489801
2059,31,1,491762
2059,32,1,493638
2059,33,1,495414
2059,34,1,497102
2059,35,1,498311
2059,36,1,498963
2059,37,1,499445
2059,38,1,499729
2059,39,1,499827
2059,40,1,499243
2059,41,1,497863
2059,42,1,496037
2059,43,1,493782
2059,44,1,491255
2059,45,1,488980
2059,46,1,484516
2059,47,1,493664
2059,48,1,487565
2059,49,1,478797
2059,50,1,473914
2059,51,1,476640
2059,52,1,462436
2059,53,1,452371
2059,54,1,436362
2059,55,1,428503
2059,56,1,416715
2059,57,1,409013
2059,58,1,414906
2059,59,1,423027
2059,60,1,431353
2059,61,1,433724
2059,62,1,440802
2059,63,1,438808
2059,64,1,433501
2059,65,1,441436
2059,66,1,436199
2059,67,1,439467
2059,68,1,446044
2059,69,1,431332
2059,70,1,414098
2059,71,1,404565
2059,72,1,383410
2059,73,1,382421
2059,74,1,375152
2059,75,1,356504
2059,76,1,349981
2059,77,1,340788
2059,78,1,336448
2059,79,1,328191
2059,80,1,306672
2059,81,1,277091
2059,82,1,263884
2059,83,1,257662
2059,84,1,251407
2059,85,1,243479
2059,86,1,241470
2059,87,1,237330
2059,88,1,228169
2059,89,1,207598
2059,90+,1,1352731
2059,0,2,418672
2059,1,2,419377
2059,2,2,420232
2059,3,2,421054
2059,4,2,421823
2059,5,2,422576
2059,6,2,423295
2059,7,2,423937
2059,8,2,424474
2059,9,2,424873
2059,10,2,425037
2059,11,2,424899
2059,12,2,424495
2059,13,2,423757
2059,14,2,422659
2059,15,2,421777
2059,16,2,421159
2059,17,2,420559
2059,18,2,421183
2059,19,2,424466
2059,20,2,428338
2059,21,2,431745
2059,22,2,436403
2059,23,2,441377
2059,24,2,445713
2059,25,2,448448
2059,26,2,449897
2059,27,2,451557
2059,28,2,453398
2059,29,2,455312
2059,30,2,457131
2059,31,2,458901
2059,32,2,460694
2059,33,2,462427
2059,34,2,464019
2059,35,2,465271
2059,36,2,466151
2059,37,2,466854
2059,38,2,467418
2059,39,2,467847
2059,40,2,467912
2059,41,2,467478
2059,42,2,466582
2059,43,2,465262
2059,44,2,463622
2059,45,2,461925
2059,46,2,457782
2059,47,2,466236
2059,48,2,461087
2059,49,2,454135
2059,50,2,449718
2059,51,2,451919
2059,52,2,437979
2059,53,2,430072
2059,54,2,414561
2059,55,2,406997
2059,56,2,395543
2059,57,2,389149
2059,58,2,397576
2059,59,2,403708
2059,60,2,413411
2059,61,2,416606
2059,62,2,424336
2059,63,2,418733
2059,64,2,417776
2059,65,2,427548
2059,66,2,427920
2059,67,2,438986
2059,68,2,438777
2059,69,2,425418
2059,70,2,419077
2059,71,2,418173
2059,72,2,406223
2059,73,2,400793
2059,74,2,397483
2059,75,2,384874
2059,76,2,383932
2059,77,2,378836
2059,78,2,374318
2059,79,2,367174
2059,80,2,343567
2059,81,2,313187
2059,82,2,299949
2059,83,2,298727
2059,84,2,295111
2059,85,2,290400
2059,86,2,291097
2059,87,2,290526
