year,age,sex,people
2021,25,1,449612
2021,26,1,450829
2021,27,1,466254
2021,28,1,467441
2021,29,1,477934
2021,30,1,491554
2021,31,1,480978
2021,32,1,467578
2021,33,1,462877
2021,34,1,444949
2021,35,1,450138
2021,36,1,448044
2021,37,1,432734
2021,38,1,432459
2021,39,1,429509
2021,40,1,433071
2021,41,1,432142
2021,42,1,414338
2021,43,1,385244
2021,44,1,378968
2021,45,1,384232
2021,46,1,391252
2021,47,1,397484
2021,48,1,415819
2021,49,1,433772
2021,50,1,445503
2021,51,1,436162
2021,52,1,446845
2021,53,1,447383
2021,54,1,455090
2021,55,1,451461
2021,56,1,454044
2021,57,1,448401
2021,58,1,438484
2021,59,1,428623
2021,60,1,412731
2021,61,1,394530
2021,62,1,384502
2021,63,1,374116
2021,64,1,358508
2021,65,1,344561
2021,66,1,329594
2021,67,1,327977
2021,68,1,322204
2021,69,1,309868
2021,70,1,309570
2021,71,1,311926
2021,72,1,317085
2021,73,1,329273
2021,74,1,351889
2021,75,1,267338
2021,76,1,253893
2021,77,1,248340
2021,78,1,224815
2021,79,1,195113
2021,80,1,170007
2021,81,1,170259
2021,82,1,162212
2021,83,1,151380
2021,84,1,136444
2021,85,1,122283
2021,86,1,108974
2021,87,1,93331
2021,88,1,81056
2021,89,1,71037
2021,90+,1,248813
2021,0,2,396910
2021,1,2,398139
2021,2,2,399181
2021,3,2,399690
2021,4,2,399640
2021,5,2,399135
2021,6,2,398319
2021,7,2,397396
2021,8,2,393998
2021,9,2,403378
2021,10,2,398979
2021,11,2,392693
2021,12,2,388997
2021,13,2,392010
2021,14,2,378652
2021,15,2,372020
2021,16,2,358282
2021,17,2,353075
2021,18,2,345466
2021,19,2,345901
2021,20,2,362282
2021,21,2,375865
2021,22,2,394360
2021,23,2,406215
2021,24,2,421876
2021,25,2,421710
2021,26,2,424820
2021,27,2,439113
2021,28,2,443525
2021,29,2,459334
2021,30,2,463043
2021,31,2,452594
2021,32,2,449802
2021,33,2,453078
2021,34,2,444393
2021,35,2,442802
2021,36,2,443690
2021,37,2,434414
2021,38,2,438917
2021,39,2,439285
2021,40,2,440878
2021,41,2,440050
2021,42,2,419754
2021,43,2,390954
2021,44,2,383746
2021,45,2,393214
2021,46,2,400981
2021,47,2,408866
2021,48,2,426730
2021,49,2,445688
2021,50,2,463431
2021,51,2,452224
2021,52,2,463730
2021,53,2,463293
2021,54,2,467366
2021,55,2,468716
2021,56,2,471725
2021,57,2,466445
2021,58,2,455454
2021,59,2,443551
2021,60,2,427896
2021,61,2,410108
2021,62,2,400532
2021,63,2,390358
2021,64,2,375673
2021,65,2,361292
2021,66,2,347731
2021,67,2,348171
2021,68,2,342254
2021,69,2,332311
2021,70,2,333412
2021,71,2,339142
2021,72,2,344804
2021,73,2,361111
2021,74,2,387236
2021,75,2,297865
2021,76,2,286774
2021,77,2,282452
2021,78,2,261935
2021,79,2,232481
2021,80,2,207577
2021,81,2,210353
2021,82,2,204131
2021,83,2,193355
2021,84,2,179300
2021,85,2,165763
2021,86,2,151686
2021,87,2,134992
2021,88,2,122306
2021,89,2,112051
2021,90+,2,501087
2022,0,1,415816
2022,1,1,417335
2022,2,1,418856
2022,3,1,419988
2022,4,1,420566
2022,5,1,420551
2022,6,1,419991
2022,7,1,419077
2022,8,1,418028
2022,9,1,414393
2022,10,1,424715
2022,11,1,419599
2022,12,1,411728
2022,13,1,407995
2022,14,1,412220
2022,15,1,399800
2022,16,1,392408
2022,17,1,379279
2022,18,1,375790
2022,19,1,370469
2022,20,1,370305
2022,21,1,384538
2022,22,1,402340
2022,23,1,421075
2022,24,1,433407
2022,25,1,449096
2022,26,1,453623
2022,27,1,454491
2022,28,1,469581
2022,29,1,470464
2022,30,1,479932
2022,31,1,492541
2022,32,1,481731
2022,33,1,468141
2022,34,1,463341
2022,35,1,444942
2022,36,1,449649
2022,37,1,447533
2022,38,1,432186
2022,39,1,431846
2022,40,1,428538
2022,41,1,431756
2022,42,1,430846
2022,43,1,413093
2022,44,1,384078
2022,45,1,378174
2022,46,1,383758
2022,47,1,390740
2022,48,1,396918
2022,49,1,415160
2022,50,1,432912
2022,51,1,444439
2022,52,1,434992
2022,53,1,445511
2022,54,1,445896
2022,55,1,453282
2022,56,1,449381
2022,57,1,451767
2022,58,1,445922
2022,59,1,435816
2022,60,1,425865
2022,61,1,409896
2022,62,1,391570
2022,63,1,381374
2022,64,1,370790
2022,65,1,354997
2022,66,1,340882
2022,67,1,325781
2022,68,1,323819
2022,69,1,317725
2022,70,1,305158
2022,71,1,304410
2022,72,1,306222
2022,73,1,310736
2022,74,1,322044
2022,75,1,343356
2022,76,1,260155
2022,77,1,246311
2022,78,1,240089
2022,79,1,216511
2022,80,1,187094
2022,81,1,162243
2022,82,1,161629
2022,83,1,153082
2022,84,1,141916
2022,85,1,126975
2022,86,1,112836
2022,87,1,99584
2022,88,1,84357
2022,89,1,72367
2022,90+,1,266718
2022,0,2,396176
2022,1,2,397539
2022,2,2,398886
2022,3,2,399842
2022,4,2,400256
2022,5,2,400185
2022,6,2,399667
2022,7,2,398838
2022,8,2,397916
2022,9,2,394521
2022,10,2,403834
2022,11,2,399356
2022,12,2,393069
2022,13,2,389351
2022,14,2,392345
2022,15,2,379534
2022,16,2,373513
2022,17,2,360127
2022,18,2,356376
2022,19,2,351575
2022,20,2,352648
2022,21,2,368486
2022,22,2,383121
2022,23,2,401598
2022,24,2,412396
2022,25,2,425979
2022,26,2,424045
2022,27,2,426866
2022,28,2,440927
2022,29,2,445098
2022,30,2,460522
2022,31,2,463923
2022,32,2,453357
2022,33,2,450422
2022,34,2,453533
2022,35,2,444501
2022,36,2,442616
2022,37,2,443472
2022,38,2,434197
2022,39,2,438686
2022,40,2,438980
2022,41,2,440511
2022,42,2,439682
2022,43,2,419394
2022,44,2,390596
2022,45,2,383420
2022,46,2,392875
2022,47,2,400587
2022,48,2,408415
2022,49,2,426191
2022,50,2,445084
2022,51,2,462744
2022,52,2,451474
2022,53,2,462848
2022,54,2,462304
2022,55,2,466213
2022,56,2,467371
2022,57,2,470225
2022,58,2,464831
2022,59,2,453736
2022,60,2,441721
2022,61,2,425996
2022,62,2,408147
2022,63,2,398433
2022,64,2,388089
2022,65,2,373289
2022,66,2,358790
2022,67,2,345097
2022,68,2,345293
2022,69,2,339127
2022,70,2,328959
2022,71,2,329705
2022,72,2,334972
2022,73,2,340123
2022,74,2,355714
2022,75,2,380810
2022,76,2,292369
2022,77,2,280860
2022,78,2,275925
2022,79,2,255122
2022,80,2,225679
2022,81,2,200758
2022,82,2,202596
2022,83,2,195690
2022,84,2,184386
2022,85,2,169940
2022,86,2,156009
2022,87,2,141611
2022,88,2,124854
2022,89,2,111914
2022,90+,2,521375
2023,0,1,414909
2023,1,1,416573
2023,2,1,418232
2023,3,1,419688
2023,4,1,420732
2023,5,1,421199
2023,6,1,421098
2023,7,1,420500
2023,8,1,419561
2023,9,1,418508
2023,10,1,414930
2023,11,1,425310
2023,12,1,420170
2023,13,1,412299
2023,14,1,408599
2023,15,1,413475
2023,16,1,401779
2023,17,1,394692
2023,18,1,382645
2023,19,1,381220
2023,20,1,376732
2023,21,1,376659
2023,22,1,391904
2023,23,1,410276
2023,24,1,428709
2023,25,1,439166
2023,26,1,453111
2023,27,1,457290
2023,28,1,457828
2023,29,1,472608
2023,30,1,472474
2023,31,1,480932
2023,32,1,493291
2023,33,1,482291
2023,34,1,468608
2023,35,1,463324
2023,36,1,444464
2023,37,1,449141
2023,38,1,446974
2023,39,1,431579
2023,40,1,430878
2023,41,1,427235
2023,42,1,430466
2023,43,1,429579
2023,44,1,411882
2023,45,1,383283
2023,46,1,377723
2023,47,1,383273
2023,48,1,390204
2023,49,1,396318
2023,50,1,414364
2023,51,1,431903
2023,52,1,443272
2023,53,1,433724
2023,54,1,444063
2023,55,1,444161
2023,56,1,451234
2023,57,1,447173
2023,58,1,449321
2023,59,1,443268
2023,60,1,433071
2023,61,1,423003
2023,62,1,406887
2023,63,1,388453
2023,64,1,378055
2023,65,1,367235
2023,66,1,351279
2023,67,1,337004
2023,68,1,321714
2023,69,1,319379
2023,70,1,312959
2023,71,1,300140
2023,72,1,298924
2023,73,1,300189
2023,74,1,304036
2023,75,1,314391
2023,76,1,334319
2023,77,1,252554
2023,78,1,238321
2023,79,1,231428
2023,80,1,207815
2023,81,1,178734
2023,82,1,154182
2023,83,1,152701
2023,84,1,143685
2023,85,1,132250
2023,86,1,117370
2023,87,1,103333
2023,88,1,90248
2023,89,1,75558
2023,90+,1,283870
2023,0,2,395307
2023,1,2,396812
2023,2,2,398289
2023,3,2,399548
2023,4,2,400409
2023,5,2,400802
2023,6,2,400718
2023,7,2,400186
2023,8,2,399358
2023,9,2,398439
2023,10,2,394978
2023,11,2,404211
2023,12,2,399732
2023,13,2,393423
2023,14,2,389687
2023,15,2,393226
2023,16,2,381027
2023,17,2,375357
2023,18,2,363429
2023,19,2,362485
2023,20,2,358323
2023,21,2,358855
2023,22,2,375744
2023,23,2,390363
2023,24,2,407781
2023,25,2,416502
2023,26,2,428315
2023,27,2,426093
2023,28,2,428685
2023,29,2,442503
2023,30,2,446292
2023,31,2,461405
2023,32,2,464683
2023,33,2,453978
2023,34,2,450880
2023,35,2,453639
2023,36,2,444315
2023,37,2,442402
2023,38,2,443252
2023,39,2,433972
2023,40,2,438385
2023,41,2,438617
2023,42,2,440147
2023,43,2,439309
2023,44,2,419012
2023,45,2,390269
2023,46,2,383102
2023,47,2,392500
2023,48,2,400158
2023,49,2,407916
2023,50,2,425634
2023,51,2,444448
2023,52,2,461988
2023,53,2,450638
2023,54,2,461880
2023,55,2,461187
2023,56,2,464899
2023,57,2,465913
2023,58,2,468627
2023,59,2,463108
2023,60,2,451896
2023,61,2,439792
2023,62,2,423990
2023,63,2,406046
2023,64,2,396155
2023,65,2,385664
2023,66,2,370741
2023,67,2,356108
2023,68,2,342284
2023,69,2,342180
2023,70,2,335749
2023,71,2,325351
2023,72,2,325707
2023,73,2,330497
2023,74,2,335125
2023,75,2,349920
2023,76,2,373895
2023,77,2,286455
2023,78,2,274500
2023,79,2,268896
2023,80,2,247806
2023,81,2,218411
2023,82,2,193488
2023,83,2,194367
2023,84,2,186780
2023,85,2,174953
2023,86,2,160159
2023,87,2,145895
2023,88,2,131253
2023,89,2,114542
2023,90+,2,540212
2024,0,1,413841
2024,1,1,415672
2024,2,1,417474
2024,3,1,419065
2024,4,1,420433
2024,5,1,421367
2024,6,1,421747
2024,7,1,421607
2024,8,1,420984
2024,9,1,420042
2024,10,1,419045
2024,11,1,415527
2024,12,1,425882
2024,13,1,420741
2024,14,1,412904
2024,15,1,409856
2024,16,1,415454
2024,17,1,404064
2024,18,1,398057
2024,19,1,388075
2024,20,1,387483
2024,21,1,383087
2024,22,1,384033
2024,23,1,399848
2024,24,1,417919
2024,25,1,434473
2024,26,1,443190
2024,27,1,456783
2024,28,1,460632
2024,29,1,460867
2024,30,1,474622
2024,31,1,473485
2024,32,1,481696
2024,33,1,493848
2024,34,1,482755
2024,35,1,468592
2024,36,1,462835
2024,37,1,443967
2024,38,1,448585
2024,39,1,446353
2024,40,1,430616
2024,41,1,429577
2024,42,1,425958
2024,43,1,429206
2024,44,1,428347
2024,45,1,411042
2024,46,1,382833
2024,47,1,377262
2024,48,1,382765
2024,49,1,389634
2024,50,1,395582
2024,51,1,413422
2024,52,1,430795
2024,53,1,442006
2024,54,1,432346
2024,55,1,442369
2024,56,1,442190
2024,57,1,449059
2024,58,1,444798
2024,59,1,446699
2024,60,1,440534
2024,61,1,430220
2024,62,1,419963
2024,63,1,403715
2024,64,1,385143
2024,65,1,374504
2024,66,1,363467
2024,67,1,347355
2024,68,1,332864
2024,69,1,317367
2024,70,1,314651
2024,71,1,307880
2024,72,1,294803
2024,73,1,293120
2024,74,1,293819
2024,75,1,296935
2024,76,1,306272
2024,77,1,324745
2024,78,1,244529
2024,79,1,229916
2024,80,1,222339
2024,81,1,198729
2024,82,1,170034
2024,83,1,145824
2024,84,1,143493
2024,85,1,134070
2024,86,1,122427
2024,87,1,107684
2024,88,1,93859
2024,89,1,81063
2024,90+,1,302049
2024,0,2,394285
2024,1,2,395947
2024,2,2,397564
2024,3,2,398951
2024,4,2,400116
2024,5,2,400956
2024,6,2,401335
2024,7,2,401239
2024,8,2,400707
2024,9,2,399881
2024,10,2,398896
2024,11,2,395356
2024,12,2,404587
2024,13,2,400086
2024,14,2,393759
2024,15,2,390569
2024,16,2,394719
2024,17,2,382871
2024,18,2,378658
2024,19,2,369538
2024,20,2,369233
2024,21,2,364531
2024,22,2,366117
2024,23,2,382988
2024,24,2,396549
2024,25,2,411889
2024,26,2,418842
2024,27,2,430364
2024,28,2,427914
2024,29,2,430267
2024,30,2,443700
2024,31,2,447182
2024,32,2,462168
2024,33,2,465300
2024,34,2,454436
2024,35,2,450989
2024,36,2,453451
2024,37,2,444101
2024,38,2,442185
2024,39,2,443024
2024,40,2,433679
2024,41,2,438027
2024,42,2,438259
2024,43,2,439779
2024,44,2,438913
2024,45,2,418663
2024,46,2,389950
2024,47,2,382748
2024,48,2,392092
2024,49,2,399681
2024,50,2,407400
2024,51,2,425047
2024,52,2,443745
2024,53,2,461146
2024,54,2,449719
2024,55,2,460785
2024,56,2,459910
2024,57,2,463474
2024,58,2,464358
2024,59,2,466920
2024,60,2,461262
2024,61,2,449954
2024,62,2,437755
2024,63,2,421841
2024,64,2,403765
2024,65,2,393720
2024,66,2,383073
2024,67,2,368011
2024,68,2,353244
2024,69,2,339240
2024,70,2,338815
2024,71,2,332112
2024,72,2,321460
2024,73,2,321414
2024,74,2,325718
2024,75,2,329754
2024,76,2,343678
2024,77,2,366451
2024,78,2,280088
2024,79,2,267644
2024,80,2,261340
2024,81,2,239978
2024,82,2,210651
2024,83,2,185765
2024,84,2,185670
2024,85,2,177394
2024,86,2,165077
2024,87,2,149997
2024,88,2,135472
2024,89,2,120691
2024,90+,2,560285
2025,0,1,412695
2025,1,1,414610
2025,2,1,416574
2025,3,1,418308
2025,4,1,419810
2025,5,1,421068
2025,6,1,421916
2025,7,1,422256
2025,8,1,422092
2025,9,1,421465
2025,10,1,420580
2025,11,1,419642
2025,12,1,416100
2025,13,1,426453
2025,14,1,421347
2025,15,1,414162
2025,16,1,411836
2025,17,1,417738
2025,18,1,407429
2025,19,1,403486
2025,20,1,394338
2025,21,1,393838
2025,22,1,390463
2025,23,1,391984
2025,24,1,407498
2025,25,1,423692
2025,26,1,438503
2025,27,1,446870
2025,28,1,460129
2025,29,1,463674
2025,30,1,462893
2025,31,1,475638
2025,32,1,474260
2025,33,1,482267
2025,34,1,494307
2025,35,1,482735
2025,36,1,468105
2025,37,1,462326
2025,38,1,443423
2025,39,1,447968
2025,40,1,445376
2025,41,1,429322
2025,42,1,428302
2025,43,1,424712
2025,44,1,427982
2025,45,1,427487
2025,46,1,410549
2025,47,1,382375
2025,48,1,376780
2025,49,1,382225
2025,50,1,388931
2025,51,1,394703
2025,52,1,412384
2025,53,1,429591
2025,54,1,440630
2025,55,1,430726
2025,56,1,440441
2025,57,1,440096
2025,58,1,446718
2025,59,1,442249
2025,60,1,443996
2025,61,1,437692
2025,62,1,427190
2025,63,1,416753
2025,64,1,400342
2025,65,1,381597
2025,66,1,370735
2025,67,1,359485
2025,68,1,343162
2025,69,1,328437
2025,70,1,312736
2025,71,1,309611
2025,72,1,302475
2025,73,1,289156
2025,74,1,286989
2025,75,1,287064
2025,76,1,289393
2025,77,1,297659
2025,78,1,314622
2025,79,1,236073
2025,80,1,221078
2025,81,1,212822
2025,82,1,189254
2025,83,1,160996
2025,84,1,137188
2025,85,1,134054
2025,86,1,124280
2025,87,1,112500
2025,88,1,98004
2025,89,1,84511
2025,90+,1,323197
2025,0,2,393189
2025,1,2,394930
2025,2,2,396701
2025,3,2,398227
2025,4,2,399519
2025,5,2,400663
2025,6,2,401490
2025,7,2,401856
2025,8,2,401760
2025,9,2,401231
2025,10,2,400338
2025,11,2,399275
2025,12,2,395733
2025,13,2,404941
2025,14,2,400422
2025,15,2,394641
2025,16,2,392063
2025,17,2,396563
2025,18,2,386172
2025,19,2,384766
2025,20,2,376286
2025,21,2,375440
2025,22,2,371793
2025,23,2,373365
2025,24,2,389178
2025,25,2,400660
2025,26,2,414231
2025,27,2,420894
2025,28,2,432185
2025,29,2,429497
2025,30,2,431470
2025,31,2,444593
2025,32,2,447952
2025,33,2,462789
2025,34,2,465754
2025,35,2,454545
2025,36,2,450805
2025,37,2,453235
2025,38,2,443885
2025,39,2,441961
2025,40,2,442726
2025,41,2,433330
2025,42,2,437675
2025,43,2,437897
2025,44,2,439388
2025,45,2,438549
2025,46,2,418320
2025,47,2,389596
2025,48,2,382362
2025,49,2,391637
2025,50,2,399190
2025,51,2,406860
2025,52,2,424397
2025,53,2,442960
2025,54,2,460221
2025,55,2,448676
2025,56,2,459532
2025,57,2,458524
2025,58,2,461955
2025,59,2,462697
2025,60,2,465089
2025,61,2,459313
2025,62,2,447903
2025,63,2,435571
2025,64,2,419508
2025,65,2,401326
2025,66,2,391116
2025,67,2,380295
2025,68,2,365094
2025,69,2,350142
2025,70,2,335947
2025,71,2,335192
2025,72,2,328189
2025,73,2,317282
2025,74,2,316829
2025,75,2,320579
2025,76,2,323963
2025,77,2,336952
2025,78,2,358430
2025,79,2,273217
2025,80,2,260262
2025,81,2,253244
2025,82,2,231610
2025,83,2,202398
2025,84,2,177594
2025,85,2,176495
2025,86,2,167552
2025,87,2,154799
2025,88,2,139503
2025,89,2,124818
2025,90+,2,584700
2026,0,1,411548
2026,1,1,413469
2026,2,1,415514
2026,3,1,417408
2026,4,1,419054
2026,5,1,420446
2026,6,1,421617
2026,7,1,422426
2026,8,1,422741
2026,9,1,422573
2026,10,1,422003
2026,11,1,421177
2026,12,1,420215
2026,13,1,416673
2026,14,1,427059
2026,15,1,422605
2026,16,1,416143
2026,17,1,414122
2026,18,1,421102
2026,19,1,412858
2026,20,1,409747
2026,21,1,400693
2026,22,1,401213
2026,23,1,398414
2026,24,1,399640
2026,25,1,413278
2026,26,1,427730
2026,27,1,442190
2026,28,1,450223
2026,29,1,463175
2026,30,1,465703
2026,31,1,463921
2026,32,1,476417
2026,33,1,474842
2026,34,1,482741
2026,35,1,494282
2026,36,1,482241
2026,37,1,467596
2026,38,1,461766
2026,39,1,442819
2026,40,1,446994
2026,41,1,444065
2026,42,1,428055
2026,43,1,427060
2026,44,1,423504
2026,45,1,427130
2026,46,1,426974
2026,47,1,410049
2026,48,1,381896
2026,49,1,376267
2026,50,1,381553
2026,51,1,388086
2026,52,1,393734
2026,53,1,411255
2026,54,1,428281
2026,55,1,439010
2026,56,1,428878
2026,57,1,438392
2026,58,1,437838
2026,59,1,444204
2026,60,1,439622
2026,61,1,441184
2026,62,1,434668
2026,63,1,423986
2026,64,1,413336
2026,65,1,396725
2026,66,1,377830
2026,67,1,366748
2026,68,1,355208
2026,69,1,338638
2026,70,1,323685
2026,71,1,307779
2026,72,1,304245
2026,73,1,296754
2026,74,1,283189
2026,75,1,280483
2026,76,1,279880
2026,77,1,281383
2026,78,1,288539
2026,79,1,303937
2026,80,1,227167
2026,81,1,211806
2026,82,1,202876
2026,83,1,179390
2026,84,1,151639
2026,85,1,128319
2026,86,1,124425
2026,87,1,114368
2026,88,1,102560
2026,89,1,88428
2026,90+,1,345127
2026,0,2,392093
2026,1,2,393838
2026,2,2,395685
2026,3,2,397365
2026,4,2,398796
2026,5,2,400067
2026,6,2,401197
2026,7,2,402012
2026,8,2,402378
2026,9,2,402284
2026,10,2,401688
2026,11,2,400717
2026,12,2,399652
2026,13,2,396088
2026,14,2,405278
2026,15,2,401305
2026,16,2,396135
2026,17,2,393908
2026,18,2,399864
2026,19,2,392279
2026,20,2,391513
2026,21,2,382493
2026,22,2,382701
2026,23,2,379041
2026,24,2,379557
2026,25,2,393291
2026,26,2,403005
2026,27,2,416285
2026,28,2,422719
2026,29,2,433769
2026,30,2,430702
2026,31,2,432369
2026,32,2,445365
2026,33,2,448581
2026,34,2,463246
2026,35,2,465859
2026,36,2,454362
2026,37,2,450594
2026,38,2,453017
2026,39,2,443663
2026,40,2,441668
2026,41,2,442373
2026,42,2,432986
2026,43,2,437321
2026,44,2,437514
2026,45,2,439030
2026,46,2,438191
2026,47,2,417940
2026,48,2,389209
2026,49,2,381931
2026,50,2,391169
2026,51,2,398675
2026,52,2,406259
2026,53,2,423669
2026,54,2,442095
2026,55,2,459169
2026,56,2,447479
2026,57,2,458172
2026,58,2,457046
2026,59,2,460331
2026,60,2,460916
2026,61,2,463156
2026,62,2,457252
2026,63,2,445703
2026,64,2,433199
2026,65,2,417011
2026,66,2,398716
2026,67,2,388323
2026,68,2,377313
2026,69,2,361912
2026,70,2,346767
2026,71,2,332390
2026,72,2,331283
2026,73,2,323976
2026,74,2,312817
2026,75,2,311897
2026,76,2,315034
2026,77,2,317719
2026,78,2,329699
2026,79,2,349771
2026,80,2,265811
2026,81,2,252346
2026,82,2,244578
2026,83,2,222699
2026,84,2,193650
2026,85,2,168960
2026,86,2,166862
2026,87,2,157293
2026,88,2,144167
2026,89,2,128751
2026,90+,2,611188
2027,0,1,410420
2027,1,1,412329
2027,2,1,414374
2027,3,1,416349
2027,4,1,418155
2027,5,1,419690
2027,6,1,420996
2027,7,1,422127
2027,8,1,422911
2027,9,1,423223
2027,10,1,423112
2027,11,1,422600
2027,12,1,421750
2027,13,1,420788
2027,14,1,417281
2027,15,1,428318
2027,16,1,424586
2027,17,1,418430
2027,18,1,417489
2027,19,1,426530
2027,20,1,419119
2027,21,1,416099
2027,22,1,408069
2027,23,1,409164
2027,24,1,406072
2027,25,1,405427
2027,26,1,417323
2027,27,1,431424
2027,28,1,445551
2027,29,1,453278
2027,30,1,465209
2027,31,1,466733
2027,32,1,464713
2027,33,1,477004
2027,34,1,475328
2027,35,1,482731
2027,36,1,493782
2027,37,1,481724
2027,38,1,467037
2027,39,1,461144
2027,40,1,441858
2027,41,1,445687
2027,42,1,442781
2027,43,1,426822
2027,44,1,425857
2027,45,1,422670
2027,46,1,426628
2027,47,1,426456
2027,48,1,409529
2027,49,1,381386
2027,50,1,375622
2027,51,1,380740
2027,52,1,387152
2027,53,1,392679
2027,54,1,410026
2027,55,1,426734
2027,56,1,437160
2027,57,1,426912
2027,58,1,436182
2027,59,1,435412
2027,60,1,441610
2027,61,1,436890
2027,62,1,438189
2027,63,1,431467
2027,64,1,420572
2027,65,1,409668
2027,66,1,392877
2027,67,1,373841
2027,68,1,362443
2027,69,1,350574
2027,70,1,333784
2027,71,1,318615
2027,72,1,302518
2027,73,1,298563
2027,74,1,290705
2027,75,1,276853
2027,76,1,273560
2027,77,1,272245
2027,78,1,272893
2027,79,1,278901
2027,80,1,292667
2027,81,1,217806
2027,82,1,202097
2027,83,1,192501
2027,84,1,169156
2027,85,1,142008
2027,86,1,119253
2027,87,1,114656
2027,88,1,104420
2027,89,1,92705
2027,90+,1,368126
2027,0,2,391017
2027,1,2,392746
2027,2,2,394594
2027,3,2,396349
2027,4,2,397934
2027,5,2,399344
2027,6,2,400602
2027,7,2,401719
2027,8,2,402534
2027,9,2,402902
2027,10,2,402742
2027,11,2,402067
2027,12,2,401095
2027,13,2,400007
2027,14,2,396427
2027,15,2,406161
2027,16,2,402799
2027,17,2,397980
2027,18,2,397210
2027,19,2,405970
2027,20,2,399025
2027,21,2,397719
2027,22,2,389754
2027,23,2,389948
2027,24,2,385233
2027,25,2,383675
2027,26,2,395639
2027,27,2,405065
2027,28,2,418112
2027,29,2,424308
2027,30,2,434975
2027,31,2,431604
2027,32,2,433148
2027,33,2,445997
2027,34,2,449048
2027,35,2,463355
2027,36,2,465672
2027,37,2,454151
2027,38,2,450381
2027,39,2,452791
2027,40,2,443373
2027,41,2,441320
2027,42,2,442026
2027,43,2,432640
2027,44,2,436945
2027,45,2,437165
2027,46,2,438678
2027,47,2,437796
2027,48,2,417526
2027,49,2,388777
2027,50,2,381488
2027,51,2,390679
2027,52,2,398102
2027,53,2,405583
2027,54,2,422865
2027,55,2,441108
2027,56,2,457963
2027,57,2,446177
2027,58,2,456720
2027,59,2,455465
2027,60,2,458588
2027,61,2,459034
2027,62,2,461112
2027,63,2,455040
2027,64,2,443313
2027,65,2,430660
2027,66,2,414339
2027,67,2,395914
2027,68,2,385312
2027,69,2,374050
2027,70,2,358450
2027,71,2,343134
2027,72,2,328563
2027,73,2,327083
2027,74,2,319473
2027,75,2,308013
2027,76,2,306572
2027,77,2,309051
2027,78,2,310980
2027,79,2,321861
2027,80,2,340433
2027,81,2,257860
2027,82,2,243862
2027,83,2,235336
2027,84,2,213241
2027,85,2,184396
2027,86,2,159883
2027,87,2,156807
2027,88,2,146664
2027,89,2,133253
2027,90+,2,639317
2028,0,1,409384
2028,1,1,411205
2028,2,1,413236
2028,3,1,415210
2028,4,1,417096
2028,5,1,418792
2028,6,1,420240
2028,7,1,421507
2028,8,1,422613
2028,9,1,423393
2028,10,1,423762
2028,11,1,423710
2028,12,1,423174
2028,13,1,422323
2028,14,1,421396
2028,15,1,418542
2028,16,1,430299
2028,17,1,426873
2028,18,1,421797
2028,19,1,422919
2028,20,1,432789
2028,21,1,425471
2028,22,1,423472
2028,23,1,416020
2028,24,1,416821
2028,25,1,411860
2028,26,1,409477
2028,27,1,421024
2028,28,1,434792
2028,29,1,448614
2028,30,1,455321
2028,31,1,466245
2028,32,1,467528
2028,33,1,465312
2028,34,1,477493
2028,35,1,475331
2028,36,1,482248
2028,37,1,493259
2028,38,1,481156
2028,39,1,466415
2028,40,1,460164
2028,41,1,440566
2028,42,1,444407
2028,43,1,441529
2028,44,1,425627
2028,45,1,425029
2028,46,1,422185
2028,47,1,426122
2028,48,1,425918
2028,49,1,408979
2028,50,1,380745
2028,51,1,374838
2028,52,1,379839
2028,53,1,386133
2028,54,1,391528
2028,55,1,408566
2028,56,1,424960
2028,57,1,435192
2028,58,1,424790
2028,59,1,433804
2028,60,1,432911
2028,61,1,438911
2028,62,1,433977
2028,63,1,435017
2028,64,1,428053
2028,65,1,416904
2028,66,1,405763
2028,67,1,388797
2028,68,1,369528
2028,69,1,357794
2028,70,1,345633
2028,71,1,328637
2028,72,1,313246
2028,73,1,296944
2028,74,1,292553
2028,75,1,284280
2028,76,1,270108
2028,77,1,266195
2028,78,1,264146
2028,79,1,263912
2028,80,1,268723
2028,81,1,280804
2028,82,1,207987
2028,83,1,191948
2028,84,1,181714
2028,85,1,158600
2028,86,1,132143
2028,87,1,110037
2028,88,1,104835
2028,89,1,94537
2028,90+,1,392344
2028,0,2,390025
2028,1,2,391674
2028,2,2,393503
2028,3,2,395259
2028,4,2,396919
2028,5,2,398483
2028,6,2,399880
2028,7,2,401125
2028,8,2,402241
2028,9,2,403058
2028,10,2,403360
2028,11,2,403121
2028,12,2,402445
2028,13,2,401450
2028,14,2,400346
2028,15,2,397311
2028,16,2,407655
2028,17,2,404644
2028,18,2,401283
2028,19,2,403318
2028,20,2,412716
2028,21,2,405231
2028,22,2,404979
2028,23,2,397001
2028,24,2,396140
2028,25,2,389351
2028,26,2,386025
2028,27,2,397701
2028,28,2,406897
2028,29,2,419703
2028,30,2,425517
2028,31,2,435875
2028,32,2,432385
2028,33,2,433787
2028,34,2,446467
2028,35,2,449168
2028,36,2,463171
2028,37,2,465457
2028,38,2,453939
2028,39,2,450161
2028,40,2,452498
2028,41,2,443028
2028,42,2,440978
2028,43,2,441677
2028,44,2,432274
2028,45,2,436604
2028,46,2,436823
2028,47,2,438290
2028,48,2,437365
2028,49,2,417064
2028,50,2,388333
2028,51,2,381024
2028,52,2,390133
2028,53,2,397455
2028,54,2,404835
2028,55,2,421943
2028,56,2,439970
